Collectivite;Budget;Exercice;I_F;D_R;Nature;SousFonction;Exécuté;Libellé nature;Libellé fonction
VILLE;01;2011;F;D;64112;421;3140,75; NBI, SUPPLEMENT FAMILIAL DE TRAITEMENT ET INDEMNITE DE RESIDENCE;CENTRES DE LOISIRS
VILLE;01;2012;F;D;60628;411;32331,24; AUTRES FOURNITURES NON STOCKEES;SALLES DE SPORT, GYMNASES
VILLE;01;2012;F;R;7343;;52052,00; TAXE SUR LES PYLONES ELECTRIQUES;
VILLE;01;2006;F;D;6042;048;72728,80; ACHATS DE PRESTATIONS DE SERVICES AUTRES QUE TERRAINS A AMENAGER;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
VILLE;01;2009;F;D;6331;022;34502,88; VERSEMENT DE TRANSPORT;ADMINISTRATION GENERALE DE L'ETAT
VILLE;01;2009;F;D;614;12;269,23; CHARGES LOCATIVES ET DE COPROPRIETE;HYGIENE ET SALUBRITE PUBLIQUE
VILLE;01;2009;F;D;6233;90;77814,05; FOIRES ET EXPOSITIONS;INTERVENTIONS ECONOMIQUES
VILLE;01;2012;F;D;6233;823;36201,79; FOIRES ET EXPOSITIONS;ESPACES VERTS URBAINS
VILLE;01;2009;F;D;6288;91;324,12; AUTRES;FOIRES ET MARCHES
VILLE;01;2006;I;R;16878;;39982,50; AUTRES ORGANISMES ET PARTICULIERS;
VILLE;01;2008;F;D;627;020;53,58; SERVICES BANCAIRES ET ASSIMILES;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2009;F;D;6236;112;30627,08; CATALOGUES ET IMPRIMES;POLICE MUNICIPALE
VILLE;01;2006;I;R;1323;824;34598,66; SUBV EQUIP NON TRANSF DEPARTE;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
VILLE;01;2010;F;D;6156;022;3608,51; MAINTENANCE;ADMINISTRATION GENERALE DE L'ETAT
VILLE;01;2012;F;D;64112;822;182955,21; NBI, SUPPLEMENT FAMILIAL DE TRAITEMENT ET INDEMNITE DE RESIDENCE;VOIRIE COMMUNALE ET ROUTES
VILLE;01;2007;I;R;1321;213;5833,77; SUBVENTIONS D' EQUIP NON TRANSFERABLES  ETAT & ETABLISSEMENT NATIONAUX;CLASSES REGROUPEES
VILLE;01;2010;I;R;192;;1965566,89; REALISATIONS POSTERIEURES AU 01/01/1997;
VILLE;01;2006;I;D;2312;213;8850,06; IMMOBILISATIONS EN COURS TERRAINS;CLASSES REGROUPEES
VILLE;01;2012;F;D;6236;40;11122,75; CATALOGUES ET IMPRIMES;SERVICES COMMUNS
VILLE;01;2007;F;D;60631;412;9615,05; FOURNITURES D'ENTRETIEN;STADES
VILLE;01;2010;F;D;64111;816;298466,85; REMUNERATION PRINCIPALE PERSONNEL TITULAIRE;AUTRES RESEAUX ET SERVICES DIVERS
VILLE;01;2011;F;D;6064;40;2323,37; FOURNITURES ADMINISTRATIVES;SERVICES COMMUNS
VILLE;01;2009;F;R;7488;;7598,20; AUTRES ATTRIBUTIONS, SUBVENTIONS ET PARTICIPATIONS;
VILLE;01;2011;F;D;60611;823;591851,47; EAU ET ASSAINISSSEMENT;ESPACES VERTS URBAINS
VILLE;01;2011;F;D;61551;112;1450,35; ENTRETIEN ET REPARATIONS MATERIEL ROULANT;POLICE MUNICIPALE
VILLE;01;2012;I;D;274;;12000000,00; AUTRES IMMOBILISATIONS FINANCIERES PRETS;
VILLE;01;2006;F;D;60632;820;51,91; FOURNITURES DE PETIT EQUIPEMENT;SERVICES COMMUNS
VILLE;01;2008;F;D;64111;411;951742,28; REMUNERATION PRINCIPALE PERSONNEL TITULAIRE;SALLES DE SPORT, GYMNASES
VILLE;01;2005;F;D;6451;112;533297,79; COTISATIONS A L'URSSAF;POLICE MUNICIPALE
VILLE;01;2006;F;D;6231;91;14434,15; ANNONCES ET INSERTIONS;FOIRES ET MARCHES
VILLE;01;2007;F;D;6232;30;196517,27; FETES ET CEREMONIES;SERVICES COMMUNS
VILLE;01;2008;F;D;6156;024;1383,06; MAINTENANCE;FETES ET CEREMONIES
VILLE;01;2008;F;D;6262;251;15965,15; FRAIS DE TELECOMMUNICATIONS;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;01;2009;F;D;6453;212;1844522,33; COTISATIONS AUX CAISSES DE RETRAITES;ECOLES PRIMAIRES
VILLE;01;2005;F;D;64111;816;244528,89; REMUNERATION PRINCIPALE PERSONNEL TITULAIRE;AUTRES RESEAUX ET SERVICES DIVERS
VILLE;01;2005;F;R;758;12;7969,75; Produits divers de gestion cou;HYGIENE ET SALUBRITE PUBLIQUE
VILLE;01;2007;F;D;64131;821;38868,00; REMUNERATION;EQUIPEMENTS DE VOIRIE
VILLE;01;2010;F;D;64731;823;12457,20; ALLOC CHOM;ESPACES VERTS URBAINS
VILLE;01;2011;F;R;7062;422;568371,17; REDEVANCES ET DROITS DES SERVICES A CARACTERE CULTUREL;AUTRES ACTIVITES POUR LES JEUNES
VILLE;01;2012;F;D;6331;821;15892,22; VERSEMENT DE TRANSPORT;EQUIPEMENTS DE VOIRIE
VILLE;01;2009;F;R;74718;;5000,00; AUTRES;
VILLE;01;2012;F;D;678;026;7887,00; AUTRES CHARGES EXCEPTIONNELLES;CIMETIERES ET POMPES FUNEBRES
VILLE;01;2012;F;D;6236;820;10170,32; CATALOGUES ET IMPRIMES;SERVICES COMMUNS
VILLE;01;2006;F;D;6231;821;721,92; ANNONCES ET INSERTIONS;EQUIPEMENTS DE VOIRIE
VILLE;01;2006;I;D;2161;324;216661,86; OEUVRES ET OBJETS D'ART;ENTRETIEN DU PATRIMOINE CULTUREL
VILLE;01;2008;F;D;61523;822;713571,15; ENTRETIEN ET REPARATIONS VOIES ET RESEAUX;VOIRIE COMMUNALE ET ROUTES
VILLE;01;2011;F;D;6226;820;26344,55; HONORAIRES;SERVICES COMMUNS
VILLE;01;2011;I;D;2033;822;9064,53; FRAIS D'INSERTION;VOIRIE COMMUNALE ET ROUTES
VILLE;01;2005;F;D;6488;91;27226,09; AUTRES CHARGES;FOIRES ET MARCHES
VILLE;01;2006;F;D;6156;212;86737,01; MAINTENANCE;ECOLES PRIMAIRES
VILLE;01;2008;F;D;637;823;259,00; AUTRES IMPOTS TAXES ET VERSTS ASSIMILES (AUTRES ORGANISMES);ESPACES VERTS URBAINS
VILLE;01;2010;I;D;2182;91;1572,74; AUTRES IMMOBILISATIONS CORPORELLES MATERIEL DE TRANSPORT;FOIRES ET MARCHES
VILLE;01;2005;F;D;61558;821;588,43; ENTRETIEN ET REPARATIONS AUTRES BIENS MOBILIERS;EQUIPEMENTS DE VOIRIE
VILLE;01;2008;F;D;6532;048;66310,64; FRAIS DE MISSIONS MAIRES ADJOINTS CONSEILLERS;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
VILLE;01;2009;F;D;64111;212;6398738,96; REMUNERATION PRINCIPALE PERSONNEL TITULAIRE;ECOLES PRIMAIRES
VILLE;01;2005;F;D;60628;112;17262,01; AUTRES FOURNITURES NON STOCKEES;POLICE MUNICIPALE
VILLE;01;2007;I;R;1328;422;1410600,00; SUBV D EQUIPEMENT AUTRES;AUTRES ACTIVITES POUR LES JEUNES
VILLE;01;2010;I;D;165;;12349,84; DEPOTS ET CAUTIONNEMENTS RECUS;
VILLE;01;2005;F;D;675;;10236685,29; VALEURS COMPTABLES DES IMMOBILISATIONS CEDEES;
VILLE;01;2007;F;D;6283;251;6454,25; FRAIS DE NETTOYAGE DES LOCAUX;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;01;2008;F;R;70688;020;14532,20; AUTRES PRESTATIONS DE SERVICES;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2009;I;D;2188;823;213054,95; AUTRES IMMOBILISATIONS CORPORELLES AUTRES;ESPACES VERTS URBAINS
VILLE;01;2012;F;R;758;823;146015,85; Produits divers de gestion cou;ESPACES VERTS URBAINS
VILLE;01;2010;F;D;60632;211;102090,56; FOURNITURES DE PETIT EQUIPEMENT;ECOLES MATERNELLES
VILLE;01;2009;F;D;64118;312;43791,68; AUTRES INDEMNITES PERSONNEL TITULAIRE;ARTS PLASTIQUES ET AUTRES ACTIVITES ARTISTIQUES
VILLE;01;2010;F;D;6331;048;4671,90; VERSEMENT DE TRANSPORT;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
VILLE;01;2010;F;D;654;;405171,36; PERTES SUR CREANCES IRRECOUVRABLES;
VILLE;01;2011;F;D;60631;422;604,41; FOURNITURES D'ENTRETIEN;AUTRES ACTIVITES POUR LES JEUNES
VILLE;01;2009;F;D;60636;112;91157,76; VETEMENTS DE TRAVAIL;POLICE MUNICIPALE
VILLE;01;2009;F;D;6188;024;18899,96; AUTRES FRAIS DIVERS;FETES ET CEREMONIES
VILLE;01;2011;F;R;7473;;209298,58; SUBVENTIONS ET PARTICIPATIONS DEPARTEMENTS;
VILLE;01;2012;F;D;6257;314;5743,84; RECEPTIONS;CINEMAS ET AUTRES SALLES DE SPECTACLES
VILLE;01;2005;F;D;6453;822;1006291,78; COTISATIONS AUX CAISSES DE RETRAITES;VOIRIE COMMUNALE ET ROUTES
VILLE;01;2005;F;R;758;821;14614,20; Produits divers de gestion cou;EQUIPEMENTS DE VOIRIE
VILLE;01;2008;I;R;1323;823;2088099,96; SUBV EQUIP NON TRANSF DEPARTE;ESPACES VERTS URBAINS
VILLE;01;2008;F;D;60636;048;826,40; VETEMENTS DE TRAVAIL;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
VILLE;01;2011;F;D;60623;422;68366,55; ALIMENTATION;AUTRES ACTIVITES POUR LES JEUNES
VILLE;01;2006;F;D;60636;821;7615,42; VETEMENTS DE TRAVAIL;EQUIPEMENTS DE VOIRIE
VILLE;01;2008;F;D;6064;813;2655,06; FOURNITURES ADMINISTRATIVES;PROPRETE URBAINE
VILLE;01;2012;F;D;6451;020;2629616,35; COTISATIONS A L'URSSAF;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2007;F;D;6574;048;242620,00; SUBVENTIONS DE FONCTIONNEMENT AUX ASSOCIATIONS ET AUTRES ORGANISMES;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
VILLE;01;2011;F;D;627;251;10029,65; SERVICES BANCAIRES ET ASSIMILES;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;01;2008;F;D;64112;112;191185,88; NBI, SUPPLEMENT FAMILIAL DE TRAITEMENT ET INDEMNITE DE RESIDENCE;POLICE MUNICIPALE
VILLE;01;2008;I;D;205;820;9508,20; CONCESSIONS ET DROITS SIMILAIRES BREVETS LICENCES MARQUES PROCEDES DROITS ET VAL;SERVICES COMMUNS
VILLE;01;2011;F;R;758;810;4150,73; Produits divers de gestion cou;SERVICES COMMUNS
VILLE;01;2005;F;D;6042;322;1435,20; ACHATS DE PRESTATIONS DE SERVICES AUTRES QUE TERRAINS A AMENAGER;MUSEES
VILLE;01;2006;F;D;6132;422;38470,07; LOCATIONS IMMOBILIERES;AUTRES ACTIVITES POUR LES JEUNES
VILLE;01;2010;F;D;6132;90;598000,00; LOCATIONS IMMOBILIERES;INTERVENTIONS ECONOMIQUES
VILLE;01;2010;I;R;28188;;2560613,49; AUTRES;
VILLE;01;2011;F;D;60624;12;1045,54; PRODUITS DE TRAITEMENT;HYGIENE ET SALUBRITE PUBLIQUE
VILLE;01;2006;F;D;675;;8803822,60; VALEURS COMPTABLES DES IMMOBILISATIONS CEDEES;
VILLE;01;2007;F;D;64111;048;111439,42; REMUNERATION PRINCIPALE PERSONNEL TITULAIRE;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
VILLE;01;2008;I;D;2162;323;62642,30; FONDS ANCIENS DES BIBLIOTHEQUES ET MUSEES;ARCHIVES
VILLE;01;2011;F;D;6247;251;959,00; TRANSPORT COLLECTIF;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;01;2007;F;D;60612;211;587032,21; ENERGIE ET ELECTRICITE;ECOLES MATERNELLES
VILLE;01;2006;F;D;611;812;19025755,99; CONTRATS DE PRESTATIONS DE SERVICES AVEC DES ENTREPRISES;COLLECTE ET TRAITEMENT DES ORDURES MENAGERES
VILLE;01;2006;F;R;7411;;46544846,00; DOTATION FORFAITAIRE;
VILLE;01;2009;F;D;64111;822;4210325,70; REMUNERATION PRINCIPALE PERSONNEL TITULAIRE;VOIRIE COMMUNALE ET ROUTES
VILLE;01;2012;F;D;6236;251;11940,86; CATALOGUES ET IMPRIMES;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;01;2012;I;R;2315;816;16599,12; IMMOBILISATIONS EN COURS INSTALLATIONS MATERIEL ET OUTILLAGE TECHNIQUE;AUTRES RESEAUX ET SERVICES DIVERS
VILLE;01;2011;F;D;60623;313;2815,69; ALIMENTATION;THEATRES
VILLE;01;2005;F;D;6231;91;11552,27; ANNONCES ET INSERTIONS;FOIRES ET MARCHES
VILLE;01;2009;F;D;6185;020;460,00; FRAIS DE COLLOQUES ET SEMINAIRES;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2009;F;D;64131;312;12119,56; REMUNERATION;ARTS PLASTIQUES ET AUTRES ACTIVITES ARTISTIQUES
VILLE;01;2009;F;D;6241;213;8515,52; TRANSPORT DE BIENS;CLASSES REGROUPEES
VILLE;01;2010;F;D;64131;312;7175,60; REMUNERATION;ARTS PLASTIQUES ET AUTRES ACTIVITES ARTISTIQUES
VILLE;01;2011;F;D;6232;90;122805,90; FETES ET CEREMONIES;INTERVENTIONS ECONOMIQUES
VILLE;01;2011;I;D;2121;211;7506,09; PLANTATIONS D'ARBRES ET D'ARBUSTES;ECOLES MATERNELLES
VILLE;01;2006;F;D;60636;12;441,37; VETEMENTS DE TRAVAIL;HYGIENE ET SALUBRITE PUBLIQUE
VILLE;01;2006;F;D;6241;020;46172,02; TRANSPORT DE BIENS;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2012;F;R;7472;020;12034,17; SUBVENTIONS ET PARTICIPATIONS REGIONS;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2010;F;D;6453;816;88213,91; COTISATIONS AUX CAISSES DE RETRAITES;AUTRES RESEAUX ET SERVICES DIVERS
VILLE;01;2011;I;R;1322;832;17210,22; SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES REGIONS;ACTIONS SPECIFIQUES DE LUTTE CONTRE LA POLLUTION
VILLE;01;2012;I;R;1328;824;1676568,66; SUBV D EQUIPEMENT AUTRES;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
VILLE;01;2005;F;D;6331;020;158939,44; VERSEMENT DE TRANSPORT;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2006;F;D;6232;024;311003,58; FETES ET CEREMONIES;FETES ET CEREMONIES
VILLE;01;2007;F;D;6331;810;3079,41; VERSEMENT DE TRANSPORT;SERVICES COMMUNS
VILLE;01;2011;I;D;2031;822;80253,05; FRAIS D'ETUDES;VOIRIE COMMUNALE ET ROUTES
VILLE;01;2006;F;D;637;020;38763,45; AUTRES IMPOTS TAXES ET VERSTS ASSIMILES (AUTRES ORGANISMES);ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2012;F;D;64112;212;506048,96; NBI, SUPPLEMENT FAMILIAL DE TRAITEMENT ET INDEMNITE DE RESIDENCE;ECOLES PRIMAIRES
VILLE;01;2011;F;D;6453;822;1260289,31; COTISATIONS AUX CAISSES DE RETRAITES;VOIRIE COMMUNALE ET ROUTES
VILLE;01;2011;I;R;1328;324;5430,00; SUBV D EQUIPEMENT AUTRES;ENTRETIEN DU PATRIMOINE CULTUREL
VILLE;01;2005;F;D;6226;820;11376,32; HONORAIRES;SERVICES COMMUNS
VILLE;01;2009;F;D;6453;12;116135,11; COTISATIONS AUX CAISSES DE RETRAITES;HYGIENE ET SALUBRITE PUBLIQUE
VILLE;01;2010;F;R;757;822;2248872,26; REDEVANCES VERSEES PAR LES FERMIERS ET CONCESSIONNAIRES;VOIRIE COMMUNALE ET ROUTES
VILLE;01;2010;I;D;2188;324;86424,84; AUTRES IMMOBILISATIONS CORPORELLES AUTRES;ENTRETIEN DU PATRIMOINE CULTUREL
VILLE;01;2007;I;D;2183;823;3994,64; AUTRES IMMOBILISATIONS CORPORELLES MATERIEL DE BUREAU ET INFORMATIQUE;ESPACES VERTS URBAINS
VILLE;01;2008;F;D;6251;048;2206,52; VOYAGES ET DEPLACEMENTS;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
VILLE;01;2012;F;R;70632;823;544588,55; REDEVANCES A CARACTERE DE LOISIRS;ESPACES VERTS URBAINS
VILLE;01;2008;I;D;2313;324;1383832,81; IMMOBILISATIONS EN COURS CONSTRUCTION;ENTRETIEN DU PATRIMOINE CULTUREL
VILLE;01;2009;F;D;678;022;80,00; AUTRES CHARGES EXCEPTIONNELLES;ADMINISTRATION GENERALE DE L'ETAT
VILLE;01;2012;F;D;64118;91;267384,18; AUTRES INDEMNITES PERSONNEL TITULAIRE;FOIRES ET MARCHES
VILLE;01;2012;F;D;61551;412;2070,70; ENTRETIEN ET REPARATIONS MATERIEL ROULANT;STADES
VILLE;01;2005;F;D;61551;251;15683,15; ENTRETIEN ET REPARATIONS MATERIEL ROULANT;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;01;2008;F;D;6282;411;6574,68; FRAIS DE GARDIENNAGE;SALLES DE SPORT, GYMNASES
VILLE;01;2012;F;D;64111;814;518725,30; REMUNERATION PRINCIPALE PERSONNEL TITULAIRE;ECLAIRAGE PUBLIC
VILLE;01;2007;F;D;6064;112;19017,31; FOURNITURES ADMINISTRATIVES;POLICE MUNICIPALE
VILLE;01;2006;F;D;6488;64;478618,38; AUTRES CHARGES;CRECHES ET GARDERIES
VILLE;01;2007;F;D;60223;020;453615,59; FOURNITURES DES ATELIERS MUNICIPAUX;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2007;F;D;6282;212;14142,77; FRAIS DE GARDIENNAGE;ECOLES PRIMAIRES
VILLE;01;2007;F;D;60636;251;30136,39; VETEMENTS DE TRAVAIL;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;01;2007;F;R;757;90;150224,81; REDEVANCES VERSEES PAR LES FERMIERS ET CONCESSIONNAIRES;INTERVENTIONS ECONOMIQUES
VILLE;01;2006;F;R;752;020;576354,33; REVENUS DES IMMEUBLES;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2010;I;D;2135;91;126705,90; INSTALLATIONS GENERALES, AGENCEMENTS, AMENAGTS DES CONSTRUCTIONS;FOIRES ET MARCHES
VILLE;01;2008;F;R;7718;211;44366,66; AUTRES PRODUITS EXCEPTIONNELS SUR OPERATIONS DE GESTION;ECOLES MATERNELLES
VILLE;01;2009;F;R;758;823;130784,26; Produits divers de gestion cou;ESPACES VERTS URBAINS
VILLE;01;2005;F;R;7351;;3828312,08; TAXE SUR L'ELECTRICITE;
VILLE;01;2010;F;D;60636;422;1618,52; VETEMENTS DE TRAVAIL;AUTRES ACTIVITES POUR LES JEUNES
VILLE;01;2010;F;D;6451;820;311530,59; COTISATIONS A L'URSSAF;SERVICES COMMUNS
VILLE;01;2011;F;D;668;;50922,98; AUTRES CHARGES FINANCIERES;
VILLE;01;2007;F;R;758;024;21921,20; Produits divers de gestion cou;FETES ET CEREMONIES
VILLE;01;2007;F;D;64118;421;49146,02; AUTRES INDEMNITES PERSONNEL TITULAIRE;CENTRES DE LOISIRS
VILLE;01;2008;F;D;61558;421;1541,10; ENTRETIEN ET REPARATIONS AUTRES BIENS MOBILIERS;CENTRES DE LOISIRS
VILLE;01;2008;I;R;1328;823;400000,00; SUBV D EQUIPEMENT AUTRES;ESPACES VERTS URBAINS
VILLE;01;2010;F;D;60636;810;4444,92; VETEMENTS DE TRAVAIL;SERVICES COMMUNS
VILLE;01;2011;F;D;60636;823;36605,09; VETEMENTS DE TRAVAIL;ESPACES VERTS URBAINS
VILLE;01;2007;F;D;6574;312;68000,00; SUBVENTIONS DE FONCTIONNEMENT AUX ASSOCIATIONS ET AUTRES ORGANISMES;ARTS PLASTIQUES ET AUTRES ACTIVITES ARTISTIQUES
VILLE;01;2009;F;R;775;824;1424664,98; PRODUITS DES CESSIONS D'IMMOBILISATIONS;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
VILLE;01;2010;F;D;6451;021;140444,80; COTISATIONS A L'URSSAF;ASSEMBLEE LOCALE
VILLE;01;2010;F;D;61523;822;769585,71; ENTRETIEN ET REPARATIONS VOIES ET RESEAUX;VOIRIE COMMUNALE ET ROUTES
VILLE;01;2007;F;D;6453;021;101792,29; COTISATIONS AUX CAISSES DE RETRAITES;ASSEMBLEE LOCALE
VILLE;01;2011;F;R;7718;64;1086,09; AUTRES PRODUITS EXCEPTIONNELS SUR OPERATIONS DE GESTION;CRECHES ET GARDERIES
VILLE;01;2007;F;D;64112;422;52071,75; NBI, SUPPLEMENT FAMILIAL DE TRAITEMENT ET INDEMNITE DE RESIDENCE;AUTRES ACTIVITES POUR LES JEUNES
VILLE;01;2007;F;R;7788;251;1816,83; PRODUITS EXCEPTIONNELS DIVERS;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;01;2010;F;D;61522;64;206819,62; ENTRETIEN ET REPARATIONS BATIMENTS;CRECHES ET GARDERIES
VILLE;01;2012;F;D;64731;020;90336,73; ALLOC CHOM;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2008;F;D;60632;212;84175,02; FOURNITURES DE PETIT EQUIPEMENT;ECOLES PRIMAIRES
VILLE;01;2009;F;D;60636;415;8863,10; VETEMENTS DE TRAVAIL;MANIFESTATIONS SPORTIVES
VILLE;01;2010;F;D;617;64;10046,40; ETUDES ET RECHERCHES;CRECHES ET GARDERIES
VILLE;01;2012;F;D;611;251;1860,69; CONTRATS DE PRESTATIONS DE SERVICES AVEC DES ENTREPRISES;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;01;2006;F;R;7066;020;111589,03; REDEVANCES ET DROITS DES SERVICES A CARACTERE SOCIAL;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2009;F;D;611;824;1101,16; CONTRATS DE PRESTATIONS DE SERVICES AVEC DES ENTREPRISES;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
VILLE;01;2009;I;R;1323;422;5000,00; SUBV EQUIP NON TRANSF DEPARTE;AUTRES ACTIVITES POUR LES JEUNES
VILLE;01;2012;F;D;6488;40;6412,50; AUTRES CHARGES;SERVICES COMMUNS
VILLE;01;2007;F;D;6232;048;120321,43; FETES ET CEREMONIES;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
VILLE;01;2007;F;D;60628;91;13538,58; AUTRES FOURNITURES NON STOCKEES;FOIRES ET MARCHES
VILLE;01;2006;F;R;752;024;70466,28; REVENUS DES IMMEUBLES;FETES ET CEREMONIES
VILLE;01;2008;F;R;7482;;31499,00; COMPENSATION P/PERTE  TAXE ADDITIONN.DROITS MUTATION OU TAXE PUBLICITE FONCIERE;
VILLE;01;2006;F;R;758;421;2752,30; Produits divers de gestion cou;CENTRES DE LOISIRS
VILLE;01;2009;F;D;6615;;12711,69; INTERETS DES COMPTES COURANTS ET DE DEPOTS CREDITEURS;
VILLE;01;2012;F;D;627;422;236,57; SERVICES BANCAIRES ET ASSIMILES;AUTRES ACTIVITES POUR LES JEUNES
VILLE;01;2005;F;D;6241;30;10036,90; TRANSPORT DE BIENS;SERVICES COMMUNS
VILLE;01;2005;F;R;7088;30;236,76; AUTRES PRODUITS D ACTIVITES ANNEXES;SERVICES COMMUNS
VILLE;01;2006;I;D;2312;026;49578,42; IMMOBILISATIONS EN COURS TERRAINS;CIMETIERES ET POMPES FUNEBRES
VILLE;01;2010;F;R;70631;40;12195,50; redevances et droits a caracte;SERVICES COMMUNS
VILLE;01;2012;F;D;61521;64;28434,42; ENTRETIEN ET REPARATIONS SUR TERRAINS;CRECHES ET GARDERIES
VILLE;01;2012;F;D;6182;520;898,04; DOCUMENTATION GENERALE ET TECHNIQUE;SERVICES COMMUNS
VILLE;01;2007;F;D;6156;251;32399,08; MAINTENANCE;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;01;2006;F;D;60628;12;22536,84; AUTRES FOURNITURES NON STOCKEES;HYGIENE ET SALUBRITE PUBLIQUE
VILLE;01;2007;F;D;6132;421;106,00; LOCATIONS IMMOBILIERES;CENTRES DE LOISIRS
VILLE;01;2009;I;R;1328;823;200000,00; SUBV D EQUIPEMENT AUTRES;ESPACES VERTS URBAINS
VILLE;01;2005;F;D;60623;421;5080,46; ALIMENTATION;CENTRES DE LOISIRS
VILLE;01;2006;F;R;7788;415;2100,00; PRODUITS EXCEPTIONNELS DIVERS;MANIFESTATIONS SPORTIVES
VILLE;01;2008;F;D;64111;814;443061,97; REMUNERATION PRINCIPALE PERSONNEL TITULAIRE;ECLAIRAGE PUBLIC
VILLE;01;2010;F;D;6042;64;1793955,74; ACHATS DE PRESTATIONS DE SERVICES AUTRES QUE TERRAINS A AMENAGER;CRECHES ET GARDERIES
VILLE;01;2012;F;D;6156;90;4556,03; MAINTENANCE;INTERVENTIONS ECONOMIQUES
VILLE;01;2008;F;D;64118;40;152494,43; AUTRES INDEMNITES PERSONNEL TITULAIRE;SERVICES COMMUNS
VILLE;01;2005;F;D;6331;024;12783,56; VERSEMENT DE TRANSPORT;FETES ET CEREMONIES
VILLE;01;2012;F;D;6488;021;52488,50; AUTRES CHARGES;ASSEMBLEE LOCALE
VILLE;01;2005;F;D;60636;814;8372,20; VETEMENTS DE TRAVAIL;ECLAIRAGE PUBLIC
VILLE;01;2009;F;R;7711;823;1000,00; DEDITS ET PENALITES PERCUS;ESPACES VERTS URBAINS
VILLE;01;2010;F;D;6135;211;47516,68; LOCATIONS MOBILIERES;ECOLES MATERNELLES
VILLE;01;2007;F;D;6281;823;5852,07; CONCOURS DIVERS (COTISATIONS);ESPACES VERTS URBAINS
VILLE;01;2010;F;D;61522;422;225359,62; ENTRETIEN ET REPARATIONS BATIMENTS;AUTRES ACTIVITES POUR LES JEUNES
VILLE;01;2010;F;D;60633;823;1070,32; FOURNITURES DE VOIRIE;ESPACES VERTS URBAINS
VILLE;01;2012;F;D;6282;322;1740,88; FRAIS DE GARDIENNAGE;MUSEES
VILLE;01;2005;F;D;6132;020;789105,03; LOCATIONS IMMOBILIERES;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2005;F;D;6811;;6091855,21; DOTATIONS AUX AMORTISSEMENTS DES IMMOBILISATIONS INCORPORELLES ET CORPORELLES;
VILLE;01;2008;F;D;6453;816;97310,45; COTISATIONS AUX CAISSES DE RETRAITES;AUTRES RESEAUX ET SERVICES DIVERS
VILLE;01;2006;F;D;6156;112;62817,31; MAINTENANCE;POLICE MUNICIPALE
VILLE;01;2006;F;D;65738;824;154368,00; SUBVENTIONS DE FONCTIONNEMENT AUX AUTRES ORGANISMES;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
VILLE;01;2005;F;D;614;411;15250,00; CHARGES LOCATIVES ET DE COPROPRIETE;SALLES DE SPORT, GYMNASES
VILLE;01;2007;F;D;637;023;623,61; AUTRES IMPOTS TAXES ET VERSTS ASSIMILES (AUTRES ORGANISMES);INFORMATION, COMMUNICATION, PUBLICITE
VILLE;01;2008;F;D;6451;810;32579,04; COTISATIONS A L'URSSAF;SERVICES COMMUNS
VILLE;01;2010;F;D;61558;823;10588,43; ENTRETIEN ET REPARATIONS AUTRES BIENS MOBILIERS;ESPACES VERTS URBAINS
