Exercice;I_F;D_R;Nature;Sous-fontion;Montant;Libellé fonction
2012;I;1;1321;822;106000;VOIRIE COMMUNALE ET ROUTES
2012;I;1;1321;824;65117;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2012;I;1;1321;832;0;ACTIONS SPECIFIQUES DE LUTTE CONTRE LA POLLUTION
2012;I;1;1322;20;0;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;I;1;1322;322;0;MUSEES
2012;I;1;1322;324;18000;ENTRETIEN DU PATRIMOINE CULTUREL
2012;I;1;1322;412;200000;STADES
2012;I;1;1322;816;0;AUTRES RESEAUX ET SERVICES DIVERS
2012;I;1;1322;822;0;VOIRIE COMMUNALE ET ROUTES
2012;I;1;1322;824;0;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2012;I;1;1322;832;0;ACTIONS SPECIFIQUES DE LUTTE CONTRE LA POLLUTION
2012;I;1;1323;211;0;ECOLES MATERNELLES
2012;I;1;1323;212;0;ECOLES PRIMAIRES
2012;I;1;1323;64;30500;CRECHES ET GARDERIES
2012;I;1;1323;822;0;VOIRIE COMMUNALE ET ROUTES
2012;I;1;1323;823;4000;ESPACES VERTS URBAINS
2012;I;1;1323;824;31283;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2012;I;1;1325;824;30100;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2012;I;1;1325;91;0;FOIRES ET MARCHES
2012;I;1;13258;322;300000;MUSEES
2012;I;1;13258;411;0;SALLES DE SPORT, GYMNASES
2012;I;1;13258;816;0;AUTRES RESEAUX ET SERVICES DIVERS
2012;I;1;13258;824;51000;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2012;I;1;1327;314;0;CINEMAS ET AUTRES SALLES DE SPECTACLES
2012;I;1;1327;816;75000;AUTRES RESEAUX ET SERVICES DIVERS
2012;I;1;1327;822;0;VOIRIE COMMUNALE ET ROUTES
2012;I;1;1328;20;200000;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;I;1;1328;211;0;ECOLES MATERNELLES
2012;I;1;1328;64;650003,21;CRECHES ET GARDERIES
2012;I;1;1328;813;0;PROPRETE URBAINE
2012;I;1;1328;816;0;AUTRES RESEAUX ET SERVICES DIVERS
2012;I;1;1328;822;0;VOIRIE COMMUNALE ET ROUTES
2012;I;1;1328;824;3184458;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2012;I;1;1342;;5250000;
2012;I;1;1343;824;540000;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2012;I;1;1641;;31476820;
2012;I;1;16441;;24120468;
2012;I;1;165;;3140;
2012;I;1;16818;;0;
2012;I;1;16878;;47800;
2012;I;1;202;112;0;POLICE MUNICIPALE
2012;I;1;2135;20;0;ADMINISTRATION GENERALE DE LA COLLECTIVITE
2012;I;1;2315;821;725000;EQUIPEMENTS DE VOIRIE
2012;I;1;2315;822;0;VOIRIE COMMUNALE ET ROUTES
2012;I;1;274;;13000000;
2012;I;1;274;520;63530;SERVICES COMMUNS
2012;I;1;275;;0;
2012;I;1;2764;824;0;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
2012;I;1;2802;;23795,88;
2012;I;1;28031;;734447,4;
2012;I;1;28033;;114793,45;
2012;I;1;2804158;;780000;
2012;I;1;280418;;2148238,92;
2012;I;1;28042;;2626053,59;
2012;I;1;2805;;469624,38;
2012;I;1;2808;;1502090,85;
2012;I;1;28182;;896714,45;
2012;I;1;28183;;624153,57;
2012;I;1;28184;;415988,45;
2012;I;1;28188;;800393,85;
2012;I;1;4542;;0;
