type,osm_id,osm_url,access,addr:city,addr:country,addr:housename,addr:housenumber,addr:postcode,addr:street,alcohol,alt_name,amenity,bar,beverage,building,contact:email,contact:phone,contact:website,cuisine,description,food,int_name,internet_access,layer,microbrewery,name,newsagent,old_name,opening_hours,operator,organic,outdoor_seating,phone,smoking,takeaway,tobacco,website,wheelchair,wheelchair:entrance_width,wheelchair:step_height,wifi
Fast-Foods,1711395908,http://www.openstreetmap.org/browse/node/1711395908,,,,,40,,Place du Millénaire,,,fast_food,,,,,,,,,,,,,,Soleil Vert,,,,,,,,,,,,yes,,,
Restaurants,617526185,http://www.openstreetmap.org/browse/node/617526185,,,,,583,,Boulevard d'Antigone,,,restaurant,,,,,,,,,,,,,,Traiteur et Saveurs,,,,,,,,,,,,yes,,,
Restaurants,1704449704,http://www.openstreetmap.org/browse/node/1704449704,,,,,41,,,,,restaurant,,,,,,,,,,,,,,La Table d'Alexandre,,,,,,,,,,,,yes,,,
Restaurants,1704449657,http://www.openstreetmap.org/browse/node/1704449657,,,,,47,,,,,restaurant,,,,,,,,,,,,,,L'Adresse,,,,,,,,,,,,yes,,,
Restaurants,617526186,http://www.openstreetmap.org/browse/node/617526186,,,,,595,,Boulevard d'Antigone,,,restaurant,,,,,,,,,,,,,,Les Vents d'Anges,,,,,,,,,,,,yes,,,
Restaurants,1704449690,http://www.openstreetmap.org/browse/node/1704449690,,,,,51,,,,,restaurant,,,,,,,,,,,,,,La Suite,,,,,,,,,,,,yes,,,
Restaurants,615022660,http://www.openstreetmap.org/browse/node/615022660,,,,,,,,,,restaurant,,,,,,,,,,,,,,Bugatti,,,,,,,,,,,,,,,
Cafés,615147058,http://www.openstreetmap.org/browse/node/615147058,,,,,,,,,,cafe,,,,,,,,,,,,,,Brasserie l'Ecu,,,,,,,,,,,,,,,
Restaurants,1739592790,http://www.openstreetmap.org/browse/node/1739592790,,,,,,,Rue Cavelier de la Salle,,,restaurant,,,,,,,,,,,,,,Brasserie 96N,,,,,,,,,,,,yes,,,
Fast-Foods,1739592801,http://www.openstreetmap.org/browse/node/1739592801,,,,,421,,Rue Léon Blum,,,fast_food,,,,,,,pizza,,,,,,,Pizza 421,,,,,,,,,,,,no,,,
Restaurants,1739846797,http://www.openstreetmap.org/browse/node/1739846797,,,,,890,,Avenue Jean Mermoz,,,restaurant,,,,,04 99 54 65 19,lapause.unblog.fr,,,,,,,,La Pause Mermoz,,,,,,,,,,,,yes,,,
Fast-Foods,664073191,http://www.openstreetmap.org/browse/node/664073191,,,,,,,,,,fast_food,,,,,,,,,,,,,,Snack Figuerolles,,,,,,,,,,,,,,,
Restaurants,1684865460,http://www.openstreetmap.org/browse/node/1684865460,,,,,25,,Rue Hippolyte,,,restaurant,,,,l_episode@orange.fr,+33467299473,,french,,,,,,,L'Episode,,,,,,,,,,,,yes,,,
Restaurants,1739563947,http://www.openstreetmap.org/browse/node/1739563947,,,,,"70,72",,Avenue du Pont Juvénal,,,restaurant,,,,,04 67 81 99 24,goelia.com,,,,,,,,Restaurant GOELIA,,,,,,,,,,,,no,,,
Fast-Foods,660247133,http://www.openstreetmap.org/browse/node/660247133,,,,,3,,Avenue de Toulouse,,,fast_food,,,,,,,pizza,,,,,,,Domino's Pizza,,,,,,,,,,,,,90,3,
Restaurants,1795869218,http://www.openstreetmap.org/browse/node/1795869218,,,,Cesar Burger,48,,Avenue de Lodève,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,
Restaurants,1739826464,http://www.openstreetmap.org/browse/node/1739826464,,,,,,,,,,restaurant,,,,,04 67 65 29 40,,,,,,,,,Saveurs d'Orient,,,,,,,,,,,,no,,,
Cafés,1739826471,http://www.openstreetmap.org/browse/node/1739826471,,,,,,,,,,cafe,,,,,,,,,,,,,,Saveurs d'Orient,,,,,,,,,,,,no,,,
Bars,664058949,http://www.openstreetmap.org/browse/node/664058949,,,,,,,,,,bar,,,,,,,,,,,,,,L'Opéra,,,,,,,,,,,,,,,
Fast-Foods,660267566,http://www.openstreetmap.org/browse/node/660267566,,,,,,,,,,fast_food,,,,,,,,,,,,,,Bil Palace,,,,,,,,,,,,,,,
Restaurants,660267554,http://www.openstreetmap.org/browse/node/660267554,,,,,,,,,,restaurant,,,,,,,,,,,,,,La Terrasse,,,,,,,,,,,,,,,
Restaurants,1795823663,http://www.openstreetmap.org/browse/node/1795823663,,,,L'assiette au fromage,17,,Rue Gustave,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,
Bars,664061234,http://www.openstreetmap.org/browse/node/664061234,,,,,,,,,,bar,,,,,,,,,,,,,,Les Andalouses,,,,,,,,,,,,,,,
Fast-Foods,1739846798,http://www.openstreetmap.org/browse/node/1739846798,,,,,,,,,,fast_food,,,,,,,,,,,,,,Le Skyline,,,,,,,,,yes,,,yes,,,
Restaurants,1739563916,http://www.openstreetmap.org/browse/node/1739563916,,,,,,,,,,restaurant,,,,,,,,,,,,,,Deci-Delà,,,,,,,,,,,,yes,,,
Fast-Foods,1739563911,http://www.openstreetmap.org/browse/node/1739563911,,,,,,,Place Faulquier,,,fast_food,,,,,04 67 22 16 38,,pizza,,,,,,,Deci-Delà,,,,,,,,,only,,,no,,,
Bars,248093780,http://www.openstreetmap.org/browse/node/248093780,,,,,,,,,,bar,,,,,,,,,,,,,,Le P'tit Mas,,,,,,,,,,,,,,,
Fast-Foods,2065668012,http://www.openstreetmap.org/browse/node/2065668012,,,,,,,,,,fast_food,,,,,,,pizza,,,,,,,Spizza34,,,,,,,0467540044,,,,,,,,
Fast-Foods,2065668008,http://www.openstreetmap.org/browse/node/2065668008,,,,,,,,,,fast_food,,,,,,,sandwich,,,,,,,Le Moulin de Sorbes,,,,,,,,,,,,,,,
Restaurants,660297370,http://www.openstreetmap.org/browse/node/660297370,,,,,,,,,,restaurant,,,,,,,,,,,,,,Le Lion,,,,,,,,,,,,limited,,,
Restaurants,2078140296,http://www.openstreetmap.org/browse/node/2078140296,,,,,,,,,,restaurant,,,,,,,,,,,,,,Le Saint-Eloi,,,,,,,,,,,,,,,
Restaurants,462688949,http://www.openstreetmap.org/browse/node/462688949,,Montpellier,FR,,820,34000,,,,restaurant,,,,,,,,,,,,,,La Réserve Rimbaud,,,,,,,,,,,,,,,
Fast-Foods,660297359,http://www.openstreetmap.org/browse/node/660297359,,,,,,,,,,fast_food,,,,,,,,,,,,,,Bambino Pizza,,,,,,,,,,,,,,,
Restaurants,628130456,http://www.openstreetmap.org/browse/node/628130456,,,,,,,,,,restaurant,,,,,,,,,,,,,,Brasserie Lepic,,,,,,,,,,,,,,,
Fast-Foods,2078180960,http://www.openstreetmap.org/browse/node/2078180960,,,,,,,,,,fast_food,,,,,,,chinese,,,,,,,L'Ancre de Chine,,,,,,,,,,,,,,,
Restaurants,664040565,http://www.openstreetmap.org/browse/node/664040565,,,,,47,,Avenue de Toulouse,,,restaurant,,,,,,,,,,,,,,Anis et Canisses,,,,,,,0467425448,,,,,limited,89,3.5,
Restaurants,660297362,http://www.openstreetmap.org/browse/node/660297362,,,,,,,,,,restaurant,,,,,,,mexican,,,,,,,Luna Y Sol,,,,,,,,,,,,,,,
Cafés,664030858,http://www.openstreetmap.org/browse/node/664030858,,,,,,,,,,cafe,,,,,,,,,,,,,,Pause Café,,,,,,,,,,,,no,,,
Fast-Foods,2078180963,http://www.openstreetmap.org/browse/node/2078180963,,,,,,,,,,fast_food,,,,,,,pizza,,,,,,,Pizza Délice,,,,,,,0467422557,,,,,,,,
Fast-Foods,619783762,http://www.openstreetmap.org/browse/node/619783762,,,,,,,,,,fast_food,,,,,,,kebab,,,,,,,,,,,,,,,,,,,,,,
Restaurants,1795750160,http://www.openstreetmap.org/browse/node/1795750160,,,,,32,,avenue de l'école de l'agriculture,,,restaurant,,,,,,,pizza,,,,,,,pizza tradition,,,,,,,,,,,,no,,,
Fast-Foods,2078180956,http://www.openstreetmap.org/browse/node/2078180956,,,,,,,,,,fast_food,,,,,,,pizza,,,,,,,@ttitude,,,,,,,,,,,,,,,
Fast-Foods,664030931,http://www.openstreetmap.org/browse/node/664030931,,,,,,,Villeneuve d'Angouleme,,,fast_food,,,,,+33601725048,,,,,,,,,Pizza Cadera,,,,,,,,,,,,yes,,,
Restaurants,1872872748,http://www.openstreetmap.org/browse/node/1872872748,,,,,,,,,,restaurant,,,,,,,french,,,,,,,La Faluche,,,,,,,,,,,,,,,
Bars,2078180957,http://www.openstreetmap.org/browse/node/2078180957,,,,,,,,,,bar,,,,,,,,,,,,,,Au Petit Lucullus,,,,,,,,,,,,,,,
Fast-Foods,674039133,http://www.openstreetmap.org/browse/node/674039133,,,,,,,,,,fast_food,,,,,,,,,,,,,,Cafetti,,,,,,,,,,,,,,,
Fast-Foods,664074023,http://www.openstreetmap.org/browse/node/664074023,,,,,,,,,,fast_food,,,,,,,pizza,,,,,,,Allo Pizza,,,,,,,,,,,,,,,
Fast-Foods,2078180961,http://www.openstreetmap.org/browse/node/2078180961,,,,,,,,,,fast_food,,,,,,,pizza;kebab,,,,,,,Le Petit Creux,,,,,,,0467657751,,,,,,,,
Restaurants,1739838547,http://www.openstreetmap.org/browse/node/1739838547,,,,,,,Esplanade de l'Europe,,,restaurant,,,,pperrin@groupeflo.fr,04 67 22 44 14,,,,,,,,,Bistrot Romain,,,,,,,,,,,,yes,,,
Restaurants,1739838550,http://www.openstreetmap.org/browse/node/1739838550,,,,,,,,,,restaurant,,,,,04 67 22 27 98,www.restaurantarlequin.fr,,,,,,,,L'Arlequin,,,,,,,,,,,,,,,
Restaurants,1739838548,http://www.openstreetmap.org/browse/node/1739838548,,,,,,,,,,restaurant,,,,,,,,,,,,,,Bouddha Wok,,,,,,,,,,,,yes,,,
Bars,1739838546,http://www.openstreetmap.org/browse/node/1739838546,,,,,108,,Rue de Rhodes,,,bar,,,,ayersrockcafe@hotmail.fr,,,,,,,,,,Ayers Rock,,,,,,,,,,,,yes,,,
Restaurants,606155216,http://www.openstreetmap.org/browse/node/606155216,,,,,,,,,,restaurant,,,,,,,,,,,,,,Friend's Café,,,,,,,,,,,,,,,
Restaurants,1739838545,http://www.openstreetmap.org/browse/node/1739838545,,,,,,,,,,restaurant,,,,,,,,,,,,,,Aux Arches d'Antigone,,,,,,,,,,,,limited,,,
Restaurants,1739838552,http://www.openstreetmap.org/browse/node/1739838552,,,,,,,,,,restaurant,,,,brasseriele9@gmail.com,04 67 22 74 70,,,,,,,,,Le 9,,,,,,,,,,,,yes,,,
Restaurants,1739838549,http://www.openstreetmap.org/browse/node/1739838549,,,,,,,,,,restaurant,,,,jfcarlier@groupeflo.fr,04 67 15 96 40,,,,,,,,,Hippopotamus,,,,,,,,,,,,yes,,,
Restaurants,1739838553,http://www.openstreetmap.org/browse/node/1739838553,,,,,,,,,,restaurant,,,,,,,,,,,,,,Le Sud,,,,,,,,,,,,no,,,
Restaurants,1739838554,http://www.openstreetmap.org/browse/node/1739838554,,,,,108,,Avenue du Pirée,,,restaurant,,,,,04 67 99 91 46,www.leon-de-bruxelles.fr,,,,,,,,Léon de Bruxelles,,,,,,,,,,,,yes,,,
Restaurants,1739838551,http://www.openstreetmap.org/browse/node/1739838551,,,,,,,,,,restaurant,,,,contact@lapiazzapapa.fr,04 67 65 73 66,,,,,,,,,La Piazza Papa,,,,,,,,,,,,yes,,,
Restaurants,2054149001,http://www.openstreetmap.org/browse/node/2054149001,,,,,,,,,,restaurant,,,,,,,pizza,,,,,,,La B... des Arts,,,,,,,+33467040438,,,,,yes,,,
Restaurants,1714309569,http://www.openstreetmap.org/browse/node/1714309569,,,,,22,,place Jean Bène,,,restaurant,,,,,,,pizza,,,,,,,L'Art de la Pizza,,,,,,,0467691708,,,,,limited,,,
Fast-Foods,-2025463837,http://www.openstreetmap.org/browse/node/2269503459,,,,,,,,,,fast_food,,,,,,,italian,,,,,,,Nooï - Pâtes à emporter,,,,,,,+33467863171,,,,,yes,,,
Restaurants,2054149003,http://www.openstreetmap.org/browse/node/2054149003,,,,,,,,,,restaurant,,,,,,,pizza,,,,,,,Le Ranch Pizzeria,,,,,,,,,,,,,,,
Fast-Foods,1934896966,http://www.openstreetmap.org/browse/node/1934896966,,,,,,,,,,fast_food,,,,,,,burger,,,,,,,Quick,,,,Quick,,,+33467048932,,,,,yes,160,,
Restaurants,1795858441,http://www.openstreetmap.org/browse/node/1795858441,,,,,,,avenue de l'ecole de l agriculture,,,restaurant,,,,,+33491079767,www.villa29.fr,,,,,,,,villa 29,,,,,,,,,,,,yes,,,
Fast-Foods,664074024,http://www.openstreetmap.org/browse/node/664074024,,,,,,,,,,fast_food,,,,,,,pizza,,,,,,,Délices Palace,,,,,,,,,,,,,,,
Restaurants,105440558,http://www.openstreetmap.org/browse/node/105440558,,,,,,,,,,restaurant,,,,,,,,,,,,,,Le Ranch,,,,,,,,,,,,yes,90,,
Fast-Foods,2054149002,http://www.openstreetmap.org/browse/node/2054149002,,,,,,,,,,fast_food,,,,,,,kebab,,,,,,,Le Ranch Chaud,,,,,,,,,,,,,,,
Restaurants,871180644,http://www.openstreetmap.org/browse/node/871180644,,,,,,,,,,restaurant,,,,,,,pizza,,,,,,,,,,,,,,,,,,,,,,
Restaurants,674039125,http://www.openstreetmap.org/browse/node/674039125,,,,,86,,avenue de Toulouse,,,restaurant,,,,,+33467426720,,chinese,,,,,,,La Chinoiserie (Traiteur),,,,,,,,,,,,no,76,4,
Restaurants,105440570,http://www.openstreetmap.org/browse/node/105440570,,,,,,,,,,restaurant,,,,,,,,,,,wlan,,,Côté Jardin,,,,,,,+33467412046,,,,,no,,,
Fast-Foods,674039126,http://www.openstreetmap.org/browse/node/674039126,,,,,,,avenue de Toulouse,,,fast_food,,,,,+33467221010,,,,,,,,,La Boite à Pizza,,,,,,,,,,,,no,,11,
Fast-Foods,606156430,http://www.openstreetmap.org/browse/node/606156430,,,,,,,,,,fast_food,,,,,,,italian,,,,,,,Pizz'Arrive,,,,,,,,,,,,,,,
Fast-Foods,-1891523277,http://www.openstreetmap.org/browse/node/2403444019,,,,,,,,,,fast_food,,,,,,,sandwich,,,,,,,Point Show,,,,,,,,,,,,,,,
Restaurants,-1891523284,http://www.openstreetmap.org/browse/node/2403444012,,,,,,,,,,restaurant,,,,,,,pizza,,,,,,,Le Green,,,,,,,,,,,,,,,
Restaurants,-1891523280,http://www.openstreetmap.org/browse/node/2403444016,,,,,,,,,,restaurant,,,,,,,,,,,,,,New-York,,,,,,,,,,,,,,,
Restaurants,1796021197,http://www.openstreetmap.org/browse/node/1796021197,,Montpellier,,,33,34000,avenue de l'école de l'agriculture,,,restaurant,,,,,,,pizza,,,,,,,Pizza Bruno a emporter,,,,,,,+33467549313,,,,,yes,,,
Cafés,674039128,http://www.openstreetmap.org/browse/node/674039128,,,,,,,avenue de Toulouse,,,cafe,,,,,,,,,,,,,,Le Miami,,,,,,,,,,,,no,,3,
Bars,2037277524,http://www.openstreetmap.org/browse/node/2037277524,,,,,,,,,,bar,,,,,,,,,,,,,,Brasserie Le Bastide,,,,,,,,,,,,limited,100,,
Restaurants,1702692960,http://www.openstreetmap.org/browse/node/1702692960,,,,,,,Avenue du professeur Etienne Antonelli,,,restaurant,,,,,,,,,,,,,,Chez Barth,,,,,,,0499643534,,,,,limited,,,
Restaurants,2131963630,http://www.openstreetmap.org/browse/node/2131963630,,,,,,,,,,restaurant,,,,,,,,,,,,,,Le Bastide,,,,,,,,,,,,,,,
Restaurants,-1941364886,http://www.openstreetmap.org/browse/node/2353602410,,,,,,,,,,restaurant,,,,,,,,,,,,,,Grande Brasserie de l'Hôtel de Ville,,,,,,,,,,,,,,,
Restaurants,1718564176,http://www.openstreetmap.org/browse/node/1718564176,,,,,87,,Allée Platon,,,restaurant,,,,,+33499518641,,,,,,,,,Le Kabanon,,,,,,,,,,,,yes,,,
Bars,2131963629,http://www.openstreetmap.org/browse/node/2131963629,,,,,,,,,,bar,,,,,,,,,,,,,,Brasserie Le Fontenoy,,,,,,,,,,,,yes,100,2,
Bars,1718564183,http://www.openstreetmap.org/browse/node/1718564183,,,,,,,Place de la Révolution Française,,,bar,,,,restaurantbarw@gmail.com,+33467815536,,,,,,,,,W,,,,,,,,,,,,limited,,,
Restaurants,1718564142,http://www.openstreetmap.org/browse/node/1718564142,,,,,5,,Place de la Révolution Française,,,restaurant,,,,,+33467850198,,,,,,,,,Atys Café,,,,,,,,,,,,yes,,,
Cafés,1714516547,http://www.openstreetmap.org/browse/node/1714516547,,,,,,,,,,cafe,,,,,,,,,,,,,,Café et Gourmandises,,,,,,,,,,,,no,,,
Restaurants,1702692966,http://www.openstreetmap.org/browse/node/1702692966,,,,,105,,Place Georges Fraiche,,,restaurant,,,,,,,,,,,,,,Oléo Pazzo,,,,,,,0499547412,,,,,yes,,,
Cafés,497050948,http://www.openstreetmap.org/browse/node/497050948,private,,,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fast-Foods,674039106,http://www.openstreetmap.org/browse/node/674039106,,,,,,,,,,fast_food,,,,,,,,,,,,,,Snack Pizza,,,,,,,,,,,,,,,
Restaurants,-1831051892,http://www.openstreetmap.org/browse/node/2463915404,,,,,,,,,,restaurant,,,yes,,,,,,,,,,,Tacos King,,,,,,,,,,,,limited,,,
Restaurants,566630321,http://www.openstreetmap.org/browse/node/566630321,private,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,
Fast-Foods,1718509120,http://www.openstreetmap.org/browse/node/1718509120,,,,,218,,Rue Vendémiaire,,,fast_food,,,,,+33952273157,,,,,,,,,Le Campus,,,,,,,,,,,,yes,,,
Restaurants,1718509100,http://www.openstreetmap.org/browse/node/1718509100,,,,,218,,Rue Vendémiaire,,,restaurant,,,,,+33981217517,,,,,,,,,La Table de Richter,,,,,,,,,,,,yes,,,
Fast-Foods,1718509083,http://www.openstreetmap.org/browse/node/1718509083,,,,,222,,Rue Vendémiaire,,,fast_food,,,,,+33646308643,,,,,,,,,Factory Pizza,,,,,,,,,,,,no,,,
Fast-Foods,1718509155,http://www.openstreetmap.org/browse/node/1718509155,,,,,230,,Rue Vendémiaire,,,fast_food,,,,,,,,,,,,,,Les Délices de Richter,,,,,,,,,,,,yes,,,
Cafés,1718564147,http://www.openstreetmap.org/browse/node/1718564147,,,,,35,,Avenue de Boirargues,,,cafe,,,,,+33467657640,,,,,,,,,Bar-Tabac du Rond-Point,yes,,,,,,,,,yes,,yes,,,
Cafés,566632861,http://www.openstreetmap.org/browse/node/566632861,,,,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restaurants,1718627292,http://www.openstreetmap.org/browse/node/1718627292,,,,,,,,,,restaurant,,,,,,,vietnamese,,,,,,,Kim Do,,,,,,,,,,,,,,,
Restaurants,1702731036,http://www.openstreetmap.org/browse/node/1702731036,,,,,271,,Rue Vendémiaire,,,restaurant,,,,,+33467201303,,,,,,,,,Resto'Délice,,,,,,,,,,,,no,,,
Fast-Foods,1718509162,http://www.openstreetmap.org/browse/node/1718509162,,,,,257,,Place Valmy,,,fast_food,,,,,+33650825772,,,,,,,,,Olive,,,,,,,,,,,,yes,,,
Cafés,1718627294,http://www.openstreetmap.org/browse/node/1718627294,,,,,,,Place Thermidor,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,
Restaurants,1702675887,http://www.openstreetmap.org/browse/node/1702675887,,,,,370,,Rue Vendémiaire,,,restaurant,,,,,+33467996329,,,,,,,,,Star Kebab,,,,,,,,,,,,yes,,,
Restaurants,317556807,http://www.openstreetmap.org/browse/node/317556807,,,,,,,,,,restaurant,,,,,,,,,,,,,,Au Père Tranquille,,,,,,,,,,,,no,,,
Fast-Foods,1702674321,http://www.openstreetmap.org/browse/node/1702674321,,,,,,,,,,fast_food,,,,,,,burger,,,,,,,Hollandais Sports Burger,,,,,,,,,,,,yes,,,
Restaurants,-1902355458,http://www.openstreetmap.org/browse/node/2392611838,,,,,,,,,,restaurant,,,,,,,,,,,,,,La Jalade,,,,,,,0675192266,,,,,,,,
Fast-Foods,1718575679,http://www.openstreetmap.org/browse/node/1718575679,,,,,161,,Avenue de Boirargues,,,fast_food,,,,,+33467132013,,,,,,,,,Léo Classic Pizza,,,,,,,,,,,,yes,,,
Restaurants,1702685968,http://www.openstreetmap.org/browse/node/1702685968,,,,,,,,,,restaurant,,,,,,,sushi,,,,,,,Eat Sushi,,,,,,,,,,,,no,,,
Restaurants,1702685978,http://www.openstreetmap.org/browse/node/1702685978,,,,,,,,,,restaurant,,,,,,,italian,,,,,,,Le Palazzo,,,,,,,,,,,,yes,,,
Restaurants,674039112,http://www.openstreetmap.org/browse/node/674039112,,,,,,,avenue de Toulouse,,,restaurant,,,,,+33467500507,,pizza,,,,,,,Pizza Plazza,,,,,,,,,,,,yes,90,3,
Restaurants,1702685964,http://www.openstreetmap.org/browse/node/1702685964,,,,,,,,,,restaurant,,,,,,,french,,,,,,,Chez Jules,,,,,,,,,,,,no,,,
Restaurants,-1831949876,http://www.openstreetmap.org/browse/node/2463017420,,,,,,,,,,restaurant,,,,,,,,,,,,,,La maison blanche,,,,,,,,,,,,,,,
Restaurants,1702685977,http://www.openstreetmap.org/browse/node/1702685977,,,,,,,,,,restaurant,,,,,,,italian,,,,,,,Le Divino,,,,,,,,,,,,yes,,,
Fast-Foods,-1932067667,http://www.openstreetmap.org/browse/node/2362899629,,,,,,,,,,fast_food,,,,,,,kebab; pizza,,,,,,,O Soleil du Triolet,,,,,,,0467419169,,,,,,,,
Fast-Foods,1988351352,http://www.openstreetmap.org/browse/node/1988351352,,,,,,,,,,fast_food,,,,,,,kebab,,,,,,,,,,,,,,,,,,,,,,
Fast-Foods,1982996637,http://www.openstreetmap.org/browse/node/1982996637,,,,,,,avenue de Toulouse,,,fast_food,,,,,+33411652608,,,,,,,,,Snack Agadir,,,,,,,,,,,,no,90,10,
Restaurants,317557164,http://www.openstreetmap.org/browse/node/317557164,,,,,,,,,,restaurant,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Restaurants,1702787549,http://www.openstreetmap.org/browse/node/1702787549,,,,,,,,,,restaurant,,,,,,,,,,,,,,L'improbable,,,,,,,,,,,,yes,,,
Restaurants,674039104,http://www.openstreetmap.org/browse/node/674039104,,,,,136,,avenue de Toulouse,,,restaurant,,,,,,,french,,,,,,,Le Bocal,,,,,,,,,,,,yes,85,1,
Restaurants,-1831949856,http://www.openstreetmap.org/browse/node/2463017440,,,,,,,,,,restaurant,,,,,,,,,,,,,,Pizzeria Bar à vin,,,,,,,,,,,,limited,,,
Restaurants,1702787575,http://www.openstreetmap.org/browse/node/1702787575,,,,,,,,,,restaurant,,,,,,,,,,,,,,Le Site,,,,,,,,,,,,yes,,,
Restaurants,1702787582,http://www.openstreetmap.org/browse/node/1702787582,,,,,,,,,,restaurant,,,,,,,regional,,,,,,,Le Trinque Fougasse,,,,,,,04 99 23 27 05,,,,http://www.trinquefougasse.com/?espace=sud,yes,,,
Cafés,1702693327,http://www.openstreetmap.org/browse/node/1702693327,,,,,,,,,,cafe,,,,,,,,,,,,,,Mariann' café,,,,,,,,,,,,yes,,,
Restaurants,1702787587,http://www.openstreetmap.org/browse/node/1702787587,,,,,,,,,,restaurant,,,,,,,,,,,,,,Sequoïa,,,,,,,,,,,,no,,,
Restaurants,2012401851,http://www.openstreetmap.org/browse/node/2012401851,,,,,1218,34090,Av. du Père Soulas,,,restaurant,,,,,,,japanese,,,,,,,Mak' Sushi,,,,,,,,,,,http://www.maksushi.fr,,,,
Restaurants,1702787543,http://www.openstreetmap.org/browse/node/1702787543,,,,,,,,,,restaurant,,,,,,,sushi,,,,,,,Jap'asian,,,,,,,,,,,,yes,,,
Restaurants,1704144407,http://www.openstreetmap.org/browse/node/1704144407,,,,Le Murano,290,,Avenue Théroigne de Méricourt,,,restaurant,,,,,,,french,Spécialités du Limousin,,,,,,A.O.C.,,,,,,,,,,,,,,,
Restaurants,1702787552,http://www.openstreetmap.org/browse/node/1702787552,,,,,,,,,,restaurant,,,,,,,,,,,,,,La Patacrèpe,,,,,,,,,,,,yes,,,
Restaurants,1752577047,http://www.openstreetmap.org/browse/node/1752577047,,,,,,,,,,restaurant,,,,,,,asian,,,,,,,Via Kyoto,,,,,,,,,,,,,,,
Restaurants,1702787540,http://www.openstreetmap.org/browse/node/1702787540,,,,,,,,,,restaurant,,,,,,,,,,,,,,Bernies',,,,,,,,,,,,yes,,,
Restaurants,-1831092895,http://www.openstreetmap.org/browse/node/2463874401,,,,,,,,,,restaurant,,,,,,,,,,,,,,brasserie 3 restaurant,,,,,,,,,,,,yes,,,
Cafés,1704147769,http://www.openstreetmap.org/browse/node/1704147769,,,,,,,,,,cafe,,,,,,,french,dd,,,,,,Mademoiselle VK,,,,,,,,,,,,,,,
Restaurants,1679433811,http://www.openstreetmap.org/browse/node/1679433811,,,,Résidence Le Crystal,,34000,126 rue Elie Wiesel,,,restaurant,,,,,,,french,Biologique Food,,,,,,Le Méridien,,,,,,,,,,,,,,,
Bars,-1831892324,http://www.openstreetmap.org/browse/node/2463074972,,,,,,,,,,bar,,,,,,,,,,,,,,Cave à vin,,,,,,,,,,,,no,,,
Fast-Foods,-2107235681,http://www.openstreetmap.org/browse/node/2187731615,,,,,,,,,,fast_food,,,,,,,sandwich,,,,,,,Cafet Lounge Le Flahault,,,,,,,,,,,,yes,160,,
Fast-Foods,1999659018,http://www.openstreetmap.org/browse/node/1999659018,,,,,,,,,,fast_food,,,,,,,,,,,,,,Le Fournil de la Fac,,,Lu-Ve 07:00-19:30,,,,,,,,,,,,
Cafés,645742434,http://www.openstreetmap.org/browse/node/645742434,,,,,,,,,,cafe,,,,,,,,,,,,,,Bar d'Estanove,,,,,,,,,,,,,,,
Fast-Foods,1982894262,http://www.openstreetmap.org/browse/node/1982894262,,,,,1317,,Avenue de Toulouse,,,fast_food,,,,,,,,,,,,,,Snack'M,,,,,,,,,,,,yes,85,4,
Fast-Foods,1588305086,http://www.openstreetmap.org/browse/node/1588305086,,,,,,,,,,fast_food,,,,,,,pizza,,,,,,,Montapizza,,,,,,,,,,,,,,,
Cafés,1982897273,http://www.openstreetmap.org/browse/node/1982897273,,,,,1317,,avenue de Toulouse,,,cafe,,,,,,,,,,,,,,M Cafe,,,,,,,,,,,,no,90,9,
Bars,1560698630,http://www.openstreetmap.org/browse/node/1560698630,,,,,,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fast-Foods,-2026377003,http://www.openstreetmap.org/browse/node/2268590293,,,,,,,,,,fast_food,,,,,,,,,,,,,,Délice Tacos,,,,,,,,,,,,no,78,,
Restaurants,-2014990151,http://www.openstreetmap.org/browse/node/2279977145,,,,,,,,,,restaurant,,,,,,,,,,,,,,Titou Pizza,,,,,,,,,,,,,,,
Restaurants,-2050125005,http://www.openstreetmap.org/browse/node/2244842291,,,,,,,,,,restaurant,,,,,+33467723187,,italian,,,,,,,Le Relax,,,,,,,,,,,,yes,110,,
Cafés,1447942819,http://www.openstreetmap.org/browse/node/1447942819,,,,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restaurants,1982921863,http://www.openstreetmap.org/browse/node/1982921863,,,,,105,,rue Gilles Martinet,,,restaurant,,,,,,http://parkandsuites.com,,,,,,,,Le Borgia,,,,,,,,,,,,yes,,,
Restaurants,1673503459,http://www.openstreetmap.org/browse/node/1673503459,,,,,,,,,,restaurant,,,,,,,french,,,,,,,Le Bistro,,,,,,,,,,,,,,,
Fast-Foods,631923378,http://www.openstreetmap.org/browse/node/631923378,,,,,,,,,,fast_food,,,,,,,burger,,,,,,,McDonald's,,,,,,,,,,,,,,,
